in Sa,Frequency in Hz,Gain in dB,Phase in °,Amplitude in Vpp
3.47E+02,2.884E+04,-1.666E-01,-4.149E-01,1.000E-01
3.48E+02,2.951E+04,-1.672E-01,-4.395E-01,1.000E-01
3.49E+02,3.020E+04,-1.699E-01,-4.439E-01,1.000E-01
3.50E+02,3.090E+04,-1.663E-01,-4.421E-01,1.000E-01
3.51E+02,3.162E+04,-1.692E-01,-4.537E-01,1.000E-01
3.52E+02,3.236E+04,-1.671E-01,-4.575E-01,1.000E-01
3.53E+02,3.311E+04,-1.689E-01,-4.618E-01,1.000E-01
3.54E+02,3.388E+04,-1.712E-01,-4.672E-01,1.000E-01
3.55E+02,3.467E+04,-1.694E-01,-4.869E-01,1.000E-01
3.56E+02,3.548E+04,-1.699E-01,-4.877E-01,1.000E-01
3.57E+02,3.631E+04,-1.693E-01,-4.778E-01,1.000E-01
3.58E+02,3.715E+04,-1.723E-01,-5.067E-01,1.000E-01
3.59E+02,3.802E+04,-1.709E-01,-4.984E-01,1.000E-01
3.60E+02,3.890E+04,-1.707E-01,-5.422E-01,1.000E-01
3.61E+02,3.981E+04,-1.713E-01,-5.359E-01,1.000E-01
3.62E+02,4.074E+04,-1.724E-01,-5.550E-01,1.000E-01
3.63E+02,4.169E+04,-1.728E-01,-5.501E-01,1.000E-01
3.64E+02,4.266E+04,-1.697E-01,-5.600E-01,1.000E-01
3.65E+02,4.365E+04,-1.743E-01,-5.742E-01,1.000E-01
3.66E+02,4.467E+04,-1.735E-01,-5.962E-01,1.000E-01
3.67E+02,4.571E+04,-1.737E-01,-5.921E-01,1.000E-01
3.68E+02,4.677E+04,-1.745E-01,-5.959E-01,1.000E-01
3.69E+02,4.786E+04,-1.727E-01,-6.026E-01,1.000E-01
3.70E+02,4.898E+04,-1.745E-01,-6.352E-01,1.000E-01
3.71E+02,5.012E+04,-1.748E-01,-6.445E-01,1.000E-01
3.72E+02,5.129E+04,-1.746E-01,-6.449E-01,1.000E-01
3.73E+02,5.248E+04,-1.736E-01,-6.680E-01,1.000E-01
